image,vehicles,pedestrians
./bdd100k/train/images/240e19da-5b6f0696.jpg,5,0
./bdd100k/train/images/240e40b1-d2cfa5c0.jpg,10,0
./bdd100k/train/images/240ec12b-12e8df9f.jpg,5,1
./bdd100k/train/images/240ef20d-dc15a654.jpg,7,0
./bdd100k/train/images/24103977-d25c798b.jpg,3,0
./bdd100k/train/images/2410825b-78578efa.jpg,3,0
./bdd100k/train/images/2410825b-af952239.jpg,3,0
./bdd100k/train/images/2410ad60-13cdee35.jpg,13,0
./bdd100k/train/images/2410ad60-59a0e430.jpg,6,0
./bdd100k/train/images/2410ad60-f0926deb.jpg,8,0
./bdd100k/train/images/2412e064-312eb4fb.jpg,7,0
./bdd100k/train/images/2412e064-7d648d56.jpg,6,0
./bdd100k/train/images/2412e064-b13b0831.jpg,7,0
./bdd100k/train/images/24131404-9851947f.jpg,7,0
./bdd100k/train/images/2413193e-cf2fcc58.jpg,6,0
./bdd100k/train/images/2414d34d-02bfd1a3.jpg,0,0
./bdd100k/train/images/2414d34d-c00a82f3.jpg,11,0
./bdd100k/train/images/2414d34d-c7a4d6bd.jpg,0,0
./bdd100k/train/images/2415a26c-1c90df5e.jpg,6,0
./bdd100k/train/images/2415a26c-6d08cd14.jpg,8,2
./bdd100k/train/images/2415a26c-b9beccd3.jpg,5,0
./bdd100k/train/images/24176f41-3a8593ab.jpg,4,0
./bdd100k/train/images/24176f41-f90427e4.jpg,1,0
./bdd100k/train/images/24179c38-b8325990.jpg,6,0
./bdd100k/train/images/24192cec-03c693d9.jpg,2,3
./bdd100k/train/images/24192cec-bbf4ce63.jpg,7,2
./bdd100k/train/images/241aa53c-9cb465d3.jpg,6,0
./bdd100k/train/images/241aa53c-f24ad767.jpg,1,0
./bdd100k/train/images/241ba264-60cd49c7.jpg,10,0
./bdd100k/train/images/241ba264-7ccd3a56.jpg,9,2
./bdd100k/train/images/241d1a1e-0f2e10e4.jpg,4,0
./bdd100k/train/images/241df6b0-0ec213ce.jpg,5,0
./bdd100k/train/images/241df6b0-84eaebaf.jpg,2,0
./bdd100k/train/images/241e8319-4ca76d61.jpg,4,0
./bdd100k/train/images/241ed60a-af60e5a9.jpg,3,0
./bdd100k/train/images/241ed60a-b362e404.jpg,8,0
./bdd100k/train/images/2420d469-b54eb1df.jpg,5,0
./bdd100k/train/images/2420e760-bc421521.jpg,9,0
./bdd100k/train/images/24223a1e-8141a36f.jpg,6,0
./bdd100k/train/images/2424fdb0-37fb632a.jpg,7,1
./bdd100k/train/images/2424fdb0-619e99ec.jpg,6,3
./bdd100k/train/images/24255fc4-31a7b8d1.jpg,8,0
./bdd100k/train/images/2425b048-42c5ac14.jpg,1,0
./bdd100k/train/images/24294c41-9469f9a3.jpg,11,0
./bdd100k/train/images/242a4e41-4ce36b53.jpg,9,0
./bdd100k/train/images/242a5c7a-06245ee0.jpg,5,0
./bdd100k/train/images/242a5c7a-42b61f84.jpg,4,0
./bdd100k/train/images/242a5c7a-c46cb943.jpg,4,0
./bdd100k/train/images/242b12c2-1f223604.jpg,10,0
./bdd100k/train/images/242b2e9e-49872e4e.jpg,0,0
./bdd100k/train/images/242b96fb-250dd65e.jpg,3,0
./bdd100k/train/images/242c3ec4-51d399de.jpg,3,0
./bdd100k/train/images/242c8e3f-e6839e21.jpg,1,0
./bdd100k/train/images/242d9992-65d68c69.jpg,3,0
./bdd100k/train/images/242d9992-7606277b.jpg,8,0
./bdd100k/train/images/242d9992-eda5b5f1.jpg,7,1
./bdd100k/train/images/242e3248-367245be.jpg,6,5
./bdd100k/train/images/242e3248-722afb06.jpg,12,3
./bdd100k/train/images/242f54d8-3c9afeb0.jpg,4,0
./bdd100k/train/images/242f54d8-4f038af1.jpg,5,0
./bdd100k/train/images/242f6374-73013be6.jpg,7,0
./bdd100k/train/images/242f73d4-325f020c.jpg,11,0
./bdd100k/train/images/24303e72-480ba30d.jpg,5,0
./bdd100k/train/images/2430b667-a2df628e.jpg,2,0
./bdd100k/train/images/24325a78-1cc8e2ee.jpg,4,0
./bdd100k/train/images/24325a78-cecaf997.jpg,4,0
./bdd100k/train/images/24345172-073a7b7a.jpg,0,0
./bdd100k/train/images/24379e6d-16c5f615.jpg,4,2
./bdd100k/train/images/24379e6d-29bab2b3.jpg,12,0
./bdd100k/train/images/24379e6d-71c66a5a.jpg,9,0
./bdd100k/train/images/24381837-a66632b6.jpg,5,0
./bdd100k/train/images/2438bf3d-8beb9032.jpg,8,2
./bdd100k/train/images/2438bf3d-9759b1a0.jpg,4,0
./bdd100k/train/images/2438bf3d-eade7838.jpg,5,5
./bdd100k/train/images/2438bf3d-f484db48.jpg,3,4
./bdd100k/train/images/24392d7c-9800e401.jpg,1,1
./bdd100k/train/images/24392d7c-998011c2.jpg,2,0
./bdd100k/train/images/2439c8bb-607b98db.jpg,3,1
./bdd100k/train/images/2439c8bb-ba2f46ef.jpg,3,0
./bdd100k/train/images/2439c8bb-cc224bf7.jpg,7,3
./bdd100k/train/images/2439c8bb-fb467f26.jpg,16,0
./bdd100k/train/images/243a4373-50ac37ba.jpg,8,0
./bdd100k/train/images/243a52a0-6f946471.jpg,6,1
./bdd100k/train/images/243a8597-4d7c7f42.jpg,5,0
./bdd100k/train/images/243a8597-bb61d2b9.jpg,6,0
./bdd100k/train/images/243bc521-446e593c.jpg,5,0
./bdd100k/train/images/243da09c-bbd4a64f.jpg,10,0
./bdd100k/train/images/243fcd4f-aa49d838.jpg,4,0
./bdd100k/train/images/243fcd4f-c2778374.jpg,7,0
./bdd100k/train/images/24407729-91017141.jpg,6,3
./bdd100k/train/images/24407729-e3aea6b4.jpg,5,3
./bdd100k/train/images/24417546-2c0b8ef2.jpg,4,0
./bdd100k/train/images/2442b461-5d3b00e5.jpg,7,4
./bdd100k/train/images/2442b461-e4bb8e79.jpg,3,0
./bdd100k/train/images/24430f58-edb6dc5e.jpg,0,0
./bdd100k/train/images/2444b4fc-1b1627db.jpg,2,0
./bdd100k/train/images/2444b4fc-29a97c9c.jpg,7,0
./bdd100k/train/images/2444b4fc-3fe0c4c9.jpg,9,0
./bdd100k/train/images/2444b4fc-7849857a.jpg,5,2
./bdd100k/train/images/2444d434-acf4db22.jpg,4,4
./bdd100k/train/images/2444d434-fcdc16bd.jpg,4,3
./bdd100k/train/images/2446476b-6e3ff422.jpg,5,0
./bdd100k/train/images/2446476b-dd1362be.jpg,4,0
./bdd100k/train/images/2447b4c4-129e06ca.jpg,5,0
./bdd100k/train/images/2447d819-7354e988.jpg,3,0
./bdd100k/train/images/2447f1f0-a112ad5e.jpg,8,1
./bdd100k/train/images/2448901d-77b755db.jpg,6,2
./bdd100k/train/images/2448901d-b1b6bec8.jpg,1,3
./bdd100k/train/images/2448901d-c2c7f6d9.jpg,9,0
./bdd100k/train/images/244984cf-0edb3165.jpg,6,0
./bdd100k/train/images/244984cf-12e357fe.jpg,0,0
./bdd100k/train/images/244a8b0c-70494f6d.jpg,20,0
./bdd100k/train/images/244b6e90-069608ce.jpg,7,0
./bdd100k/train/images/244b6e90-d2c2bccd.jpg,4,0
./bdd100k/train/images/244eb074-de9a4a8a.jpg,9,1
./bdd100k/train/images/244ecdfa-9c263b68.jpg,7,2
./bdd100k/train/images/244ecdfa-c1fe244e.jpg,5,0
./bdd100k/train/images/244ecdfa-e7849051.jpg,3,0
./bdd100k/train/images/244f9d52-8939637c.jpg,3,0
./bdd100k/train/images/244fdb67-8fddfb32.jpg,4,0
./bdd100k/train/images/2452d6a4-1d951fde.jpg,3,0
./bdd100k/train/images/2453b959-43ff7646.jpg,6,0
./bdd100k/train/images/2453b959-b6f44440.jpg,6,0
./bdd100k/train/images/2453b959-dfd0b1f5.jpg,6,5
./bdd100k/train/images/2453b959-f79c1a86.jpg,5,0
./bdd100k/train/images/2454280d-403e22b3.jpg,10,6
./bdd100k/train/images/24559616-21c4e3d4.jpg,9,0
./bdd100k/train/images/24559616-4430003f.jpg,14,0
./bdd100k/train/images/24559616-7aad3da3.jpg,8,1
./bdd100k/train/images/24559616-80a05f08.jpg,7,0
./bdd100k/train/images/2456e8d4-5a97788a.jpg,6,0
./bdd100k/train/images/24596759-4bcc0b09.jpg,11,0
./bdd100k/train/images/2459a70f-1276163e.jpg,2,0
./bdd100k/train/images/245c7810-47201cc4.jpg,1,0
./bdd100k/train/images/245cb427-fa2717e2.jpg,6,0
./bdd100k/train/images/245ddac9-18c2a277.jpg,1,0
./bdd100k/train/images/245ddac9-2779680f.jpg,6,0
./bdd100k/train/images/245ddac9-3a37c8d4.jpg,5,0
./bdd100k/train/images/245ddac9-4737a7f8.jpg,3,0
./bdd100k/train/images/245ddac9-57dc4d91.jpg,6,0
./bdd100k/train/images/245ddac9-5ea05019.jpg,3,1
./bdd100k/train/images/245ddac9-5fd4ce55.jpg,7,0
./bdd100k/train/images/245ddac9-642f58f8.jpg,4,0
./bdd100k/train/images/245ddac9-b22a77ff.jpg,2,0
./bdd100k/train/images/245ddac9-c4d4f5b3.jpg,1,0
./bdd100k/train/images/245ddac9-eaf7f6c3.jpg,3,0
./bdd100k/train/images/245ddac9-fd6a7714.jpg,5,0
./bdd100k/train/images/245e0aef-6a311280.jpg,5,0
./bdd100k/train/images/245f6109-7eee32ea.jpg,3,8
./bdd100k/train/images/246053e0-58b74cd3.jpg,6,0
./bdd100k/train/images/2460e5bc-b05e3b17.jpg,3,0
./bdd100k/train/images/2461b6b1-97ebf2d4.jpg,13,0
./bdd100k/train/images/2461b6b1-c532fbea.jpg,0,0
./bdd100k/train/images/24630e0f-f333da2c.jpg,9,0
./bdd100k/train/images/24642aa6-8c90af76.jpg,0,0
./bdd100k/train/images/24642aa6-f4e80450.jpg,0,0
./bdd100k/train/images/246493fe-161af873.jpg,3,0
./bdd100k/train/images/246493fe-20e0dad6.jpg,2,0
./bdd100k/train/images/246493fe-25b4af20.jpg,1,0
./bdd100k/train/images/246493fe-fe124de4.jpg,2,0
./bdd100k/train/images/24664150-193759cb.jpg,2,0
./bdd100k/train/images/24666de9-d6031301.jpg,5,2
./bdd100k/train/images/2467d297-75ec1955.jpg,2,0
./bdd100k/train/images/246b8a63-1d19817b.jpg,1,0
./bdd100k/train/images/246b8a63-8317adae.jpg,1,0
./bdd100k/train/images/246b8a63-c3cd350f.jpg,5,0
./bdd100k/train/images/246bcc8c-0453c243.jpg,0,0
./bdd100k/train/images/246bcc8c-0f3c826e.jpg,1,0
./bdd100k/train/images/246bcc8c-6cfec264.jpg,2,0
./bdd100k/train/images/246bcc8c-79ea9067.jpg,1,0
./bdd100k/train/images/246bcc8c-b551ce72.jpg,0,0
./bdd100k/train/images/246bcc8c-c6a55829.jpg,6,0
./bdd100k/train/images/246bcc8c-d5c736bc.jpg,1,0
./bdd100k/train/images/246d4dfb-da909740.jpg,3,0
./bdd100k/train/images/246dd854-d2cc628c.jpg,6,0
./bdd100k/train/images/246e5e7f-5f9359ab.jpg,4,0
./bdd100k/train/images/246e5e7f-6d13e5e6.jpg,6,0
./bdd100k/train/images/246fd7ed-e0b9d661.jpg,4,0
./bdd100k/train/images/2473c489-88e37eae.jpg,3,7
./bdd100k/train/images/2474cb06-0b51544a.jpg,2,1
./bdd100k/train/images/2474cb06-2fe98cd1.jpg,5,0
./bdd100k/train/images/2474cb06-a782a19a.jpg,5,0
./bdd100k/train/images/2474cb06-ee0169a5.jpg,4,0
./bdd100k/train/images/2474d626-6387d123.jpg,7,1
./bdd100k/train/images/2474d626-c578080f.jpg,9,1
./bdd100k/train/images/24751c65-d6f4b935.jpg,2,1
./bdd100k/train/images/2475f1bd-2c2ad28d.jpg,3,1
./bdd100k/train/images/24770a66-2e9e294f.jpg,3,1
./bdd100k/train/images/2477753f-0fa8dfa9.jpg,12,0
./bdd100k/train/images/24791a52-e5030f73.jpg,8,3
./bdd100k/train/images/247941f7-0d669844.jpg,8,0
./bdd100k/train/images/247a504e-1eb1ccac.jpg,0,0
./bdd100k/train/images/247a504e-4ac0402d.jpg,0,0
./bdd100k/train/images/247a504e-6c1534e3.jpg,1,0
./bdd100k/train/images/247fe4dd-0500eed7.jpg,6,0
./bdd100k/train/images/247fe4dd-4145941d.jpg,11,6
./bdd100k/train/images/247fe4dd-cdccc1f7.jpg,9,0
./bdd100k/train/images/247fe4dd-df38c95e.jpg,5,0
./bdd100k/train/images/248050a7-2de32b0f.jpg,7,0
./bdd100k/train/images/2480c4d5-50c671a9.jpg,0,0
./bdd100k/train/images/2480c4d5-9310bed0.jpg,5,0
./bdd100k/train/images/24829e69-b5eb25e4.jpg,1,0
./bdd100k/train/images/2483fad8-477641e8.jpg,3,0
./bdd100k/train/images/2483fad8-7955655e.jpg,11,0
./bdd100k/train/images/248456ad-6bf8c09c.jpg,5,0
./bdd100k/train/images/248675a2-1f006fc9.jpg,7,0
./bdd100k/train/images/248675a2-8ca2dedb.jpg,6,1
./bdd100k/train/images/2486c9ac-dfa79203.jpg,9,0
./bdd100k/train/images/24884378-78f339eb.jpg,3,1
./bdd100k/train/images/24887ac4-1a62d8fc.jpg,2,1
./bdd100k/train/images/24889fca-9e153bbe.jpg,4,0
./bdd100k/train/images/24894c5f-0c40d845.jpg,2,0
./bdd100k/train/images/24894c5f-0e00edc5.jpg,1,0
./bdd100k/train/images/24894c5f-781f0bd8.jpg,3,0
./bdd100k/train/images/24894c5f-9db6a7c2.jpg,6,0
./bdd100k/train/images/24894c5f-b5e04596.jpg,7,0
./bdd100k/train/images/24894c5f-bb572090.jpg,3,0
./bdd100k/train/images/24898ef6-d74c19dc.jpg,8,0
./bdd100k/train/images/248a4806-8abbf072.jpg,4,0
./bdd100k/train/images/248a4b7a-2841ffbf.jpg,4,0
./bdd100k/train/images/248a68fe-4c603a96.jpg,6,0
./bdd100k/train/images/248bc5fb-24bf41a5.jpg,5,0
./bdd100k/train/images/248bfe72-221f7e76.jpg,4,2
./bdd100k/train/images/248cb80c-6cfd3bc2.jpg,2,1
./bdd100k/train/images/248cb80c-b1ace977.jpg,11,0
./bdd100k/train/images/248cc6fe-d294a627.jpg,7,0
./bdd100k/train/images/248d8c92-e0c70981.jpg,2,0
./bdd100k/train/images/248dab6f-6690e23b.jpg,4,2
./bdd100k/train/images/248e1a24-1f39360f.jpg,15,2
./bdd100k/train/images/248e1a24-a99b4366.jpg,1,0
./bdd100k/train/images/248ff6e8-e72cf531.jpg,2,1
./bdd100k/train/images/2491506e-9c39cabc.jpg,4,0
./bdd100k/train/images/24929ae5-60b17ea3.jpg,11,0
./bdd100k/train/images/2492eb91-0520fd06.jpg,8,0
./bdd100k/train/images/24937b75-917da3dd.jpg,3,7
./bdd100k/train/images/2495cb5c-72708d44.jpg,2,0
./bdd100k/train/images/249a0e67-e07b4cbd.jpg,12,1
./bdd100k/train/images/249ab9de-106add60.jpg,7,0
./bdd100k/train/images/249bee4e-4ddfde46.jpg,1,0
./bdd100k/train/images/249cfa0d-64b5ddc8.jpg,7,0
./bdd100k/train/images/249cfa0d-e30b3da4.jpg,4,0
./bdd100k/train/images/24a1154f-e2aab8d6.jpg,7,0
./bdd100k/train/images/24a3e599-177d2040.jpg,5,1
./bdd100k/train/images/24a3e599-f60b0d5f.jpg,1,0
./bdd100k/train/images/24a6a304-0f7fa2e1.jpg,0,0
./bdd100k/train/images/24a6f8cd-10a0c668.jpg,4,0
./bdd100k/train/images/24a6f8cd-13d4c27d.jpg,11,1
./bdd100k/train/images/24a6f8cd-bd2c6e74.jpg,8,0
./bdd100k/train/images/24a75019-446b7f56.jpg,9,0
./bdd100k/train/images/24a9f792-bc128c57.jpg,9,0
./bdd100k/train/images/24ab8d83-53b3d1b9.jpg,4,0
./bdd100k/train/images/24ab9e39-09ede567.jpg,7,0
./bdd100k/train/images/24ab9e39-5819d38e.jpg,3,0
./bdd100k/train/images/24ab9e39-b290e851.jpg,10,0
./bdd100k/train/images/24ab9e39-db16f31a.jpg,0,0
./bdd100k/train/images/24ac78c9-0c0f84ee.jpg,6,0
./bdd100k/train/images/24acdf96-4caa3ae9.jpg,5,12
./bdd100k/train/images/24acdf96-89069dd0.jpg,8,7
./bdd100k/train/images/24ad43a6-c5be487d.jpg,0,0
./bdd100k/train/images/24ad594a-a921a30c.jpg,5,0
./bdd100k/train/images/24ad594a-ace5ed3f.jpg,0,0
./bdd100k/train/images/24ad594a-ded58193.jpg,3,0
./bdd100k/train/images/24ade435-79bd589d.jpg,3,0
./bdd100k/train/images/24ade435-8bf6ec1a.jpg,12,1
./bdd100k/train/images/24ade435-95d5ff0a.jpg,7,2
./bdd100k/train/images/24ae11d1-ad02b779.jpg,5,0
./bdd100k/train/images/24ae3d15-6adc1055.jpg,6,0
./bdd100k/train/images/24ae7824-266f01f0.jpg,0,0
./bdd100k/train/images/24ae8c1a-5e4579f1.jpg,3,0
./bdd100k/train/images/24b114ff-675a50ba.jpg,6,2
./bdd100k/train/images/24b49e48-41be64d9.jpg,0,1
./bdd100k/train/images/24b49e48-57b5bb23.jpg,2,0
./bdd100k/train/images/24b49e48-c25351ed.jpg,1,0
./bdd100k/train/images/24b49e48-eb9c6366.jpg,4,0
./bdd100k/train/images/24b49e48-f190d8a1.jpg,3,1
./bdd100k/train/images/24b49e48-faa4f025.jpg,0,0
./bdd100k/train/images/24b4c65d-0292f002.jpg,7,0
./bdd100k/train/images/24b7edd1-6020fa4f.jpg,1,0
./bdd100k/train/images/24b8ab07-4ae83849.jpg,3,3
./bdd100k/train/images/24ba6873-9b19821a.jpg,5,0
./bdd100k/train/images/24bb3cad-63bdd487.jpg,7,2
./bdd100k/train/images/24bb4a4a-fde3a345.jpg,4,0
./bdd100k/train/images/24bbe915-94f00760.jpg,4,0
./bdd100k/train/images/24bbe915-b82a3c2d.jpg,6,0
./bdd100k/train/images/24bd0513-af9c69f3.jpg,3,0
./bdd100k/train/images/24bd4b7f-07f9036c.jpg,5,5
./bdd100k/train/images/24bd65ac-d2ea11cf.jpg,3,0
./bdd100k/train/images/24bddd35-a804f422.jpg,3,0
./bdd100k/train/images/24bfb255-a6ce5ca8.jpg,1,0
./bdd100k/train/images/24bfe942-0c1926f4.jpg,3,0
./bdd100k/train/images/24bfe942-b8b68038.jpg,0,0
./bdd100k/train/images/24bfe942-c478a99a.jpg,2,0
./bdd100k/train/images/24bff1fe-5824eac7.jpg,7,0
./bdd100k/train/images/24bff1fe-b8aba12c.jpg,4,0
./bdd100k/train/images/24bff1fe-e0d062fa.jpg,0,0
./bdd100k/train/images/24bff1fe-f7df9665.jpg,0,0
./bdd100k/train/images/24c04445-f77e9fc8.jpg,4,0
./bdd100k/train/images/24c1fe96-be817014.jpg,1,0
./bdd100k/train/images/24c31009-809482d7.jpg,1,0
./bdd100k/train/images/24c37ab0-3a936c24.jpg,1,0
./bdd100k/train/images/24c42a84-43d1006a.jpg,1,0
./bdd100k/train/images/24c42a84-5635b020.jpg,0,0
./bdd100k/train/images/24c42a84-a264a3d8.jpg,4,0
./bdd100k/train/images/24c42a84-a40757d5.jpg,7,1
./bdd100k/train/images/24c42a84-a66bdeb0.jpg,0,0
./bdd100k/train/images/24c42a84-de688d99.jpg,4,0
./bdd100k/train/images/24c42a84-eb967881.jpg,0,0
./bdd100k/train/images/24c4c08f-ac8100c5.jpg,0,0
./bdd100k/train/images/24c4c08f-eaea0bea.jpg,1,0
./bdd100k/train/images/24c4c227-03daa3ed.jpg,11,1
./bdd100k/train/images/24c76ed2-0484b054.jpg,4,1
./bdd100k/train/images/24c76ed2-39ccfae0.jpg,5,0
./bdd100k/train/images/24c77b42-c50db00a.jpg,4,0
./bdd100k/train/images/24c8a32e-0854668a.jpg,12,1
./bdd100k/train/images/24c8a32e-8253c896.jpg,11,0
./bdd100k/train/images/24c8a32e-ce873638.jpg,3,0
./bdd100k/train/images/24c8acee-c50c48e6.jpg,1,0
./bdd100k/train/images/24c8acee-ebe2dd30.jpg,0,0
./bdd100k/train/images/24cc649e-71791f0e.jpg,1,0
./bdd100k/train/images/24cd070b-c01ec762.jpg,7,0
./bdd100k/train/images/24cd93a9-4907d3b1.jpg,10,0
./bdd100k/train/images/24cef2ba-1dc82093.jpg,0,0
./bdd100k/train/images/24cef2ba-281277fd.jpg,6,0
./bdd100k/train/images/24cef2ba-59945f22.jpg,18,0
./bdd100k/train/images/24cef2ba-5e12e888.jpg,16,0
./bdd100k/train/images/24cef2ba-da1aac1d.jpg,6,0
./bdd100k/train/images/24cef2ba-e7e7f9e6.jpg,8,0
./bdd100k/train/images/24cf6a1f-08e1854c.jpg,12,0
./bdd100k/train/images/24cf6a1f-1a894ea0.jpg,2,0
./bdd100k/train/images/24cf6a1f-5f0a1b70.jpg,15,0
./bdd100k/train/images/24cf6a1f-9f53e91d.jpg,3,0
./bdd100k/train/images/24cf6a1f-a72984eb.jpg,9,0
./bdd100k/train/images/24d063ec-017a621c.jpg,10,3
./bdd100k/train/images/24d07df1-a5427316.jpg,7,0
./bdd100k/train/images/24d07e3f-1ba13b8f.jpg,2,0
./bdd100k/train/images/24d0c95f-365745f8.jpg,2,3
./bdd100k/train/images/24d0c95f-4f2921ef.jpg,14,1
./bdd100k/train/images/24d136c3-88737ebe.jpg,2,0
./bdd100k/train/images/24d1d8fd-eae1f4fa.jpg,0,0
./bdd100k/train/images/24d1f1d6-390b601b.jpg,9,0
./bdd100k/train/images/24d1f1d6-bc2c659d.jpg,9,0
./bdd100k/train/images/24d241f0-16f16f97.jpg,5,0
./bdd100k/train/images/24d241f0-2b3787e8.jpg,5,0
./bdd100k/train/images/24d241f0-321812fb.jpg,7,0
./bdd100k/train/images/24d241f0-39ca26d6.jpg,2,14
./bdd100k/train/images/24d241f0-89f7d020.jpg,2,16
./bdd100k/train/images/24d241f0-a4da71eb.jpg,9,0
./bdd100k/train/images/24d241f0-d2e9e97f.jpg,7,0
./bdd100k/train/images/24d241f0-deeb315f.jpg,8,0
./bdd100k/train/images/24d3c616-778a4f84.jpg,6,0
./bdd100k/train/images/24d41f7d-4f1e3504.jpg,2,0
./bdd100k/train/images/24d48016-f08a26fc.jpg,7,1
./bdd100k/train/images/24d630ed-0b727c03.jpg,15,0
./bdd100k/train/images/24d68796-3ab0c57f.jpg,8,0
./bdd100k/train/images/24d68796-a25c5f1f.jpg,6,0
./bdd100k/train/images/24d68796-bcd586fb.jpg,2,0
./bdd100k/train/images/24d68796-d46ea92a.jpg,6,0
./bdd100k/train/images/24d751b3-11a16ed4.jpg,1,1
./bdd100k/train/images/24d784b6-fe2d32c2.jpg,9,0
./bdd100k/train/images/24d9eed3-03c1512a.jpg,2,0
./bdd100k/train/images/24dba7b1-cdea2c96.jpg,16,0
./bdd100k/train/images/24dcf2c9-0e6bdbb5.jpg,1,0
./bdd100k/train/images/24de3c82-eddc0e50.jpg,1,0
./bdd100k/train/images/24e0b338-03f6994c.jpg,9,0
./bdd100k/train/images/24e0b338-2a3644dc.jpg,2,0
./bdd100k/train/images/24e0b338-5f3058c2.jpg,3,0
./bdd100k/train/images/24e0b338-a0378ff9.jpg,1,0
./bdd100k/train/images/24e0b338-ae41fb26.jpg,7,0
./bdd100k/train/images/24e0b338-d813ae68.jpg,3,0
./bdd100k/train/images/24e101fe-02adfcab.jpg,9,0
./bdd100k/train/images/24e101fe-67ef3853.jpg,7,0
./bdd100k/train/images/24e101fe-ed404376.jpg,1,0
./bdd100k/train/images/24e101fe-f0d5b2f7.jpg,4,0
./bdd100k/train/images/24e1163c-9c45106f.jpg,0,0
./bdd100k/train/images/24e44177-81bc39e6.jpg,1,0
./bdd100k/train/images/24e59bd5-9602e620.jpg,4,0
./bdd100k/train/images/24e5e0e6-212aa8ad.jpg,11,0
./bdd100k/train/images/24e91933-ed6d35c9.jpg,1,0
./bdd100k/train/images/24e91933-f121dcff.jpg,2,0
./bdd100k/train/images/24e95dd5-e43737f0.jpg,4,3
./bdd100k/train/images/24ea2bbd-eae6f66c.jpg,5,0
./bdd100k/train/images/24eb954c-1547d72c.jpg,3,0
./bdd100k/train/images/24ede3f4-2a8ad75e.jpg,1,0
./bdd100k/train/images/24efe18e-2c30700b.jpg,6,0
./bdd100k/train/images/24f1e119-2a7f8bfb.jpg,0,0
./bdd100k/train/images/24f1e119-7b9ce34d.jpg,2,0
./bdd100k/train/images/24f2267a-be6d4d36.jpg,18,0
./bdd100k/train/images/24f43441-85ce1a58.jpg,6,0
./bdd100k/train/images/24f43441-d9d62b52.jpg,7,0
./bdd100k/train/images/24f4ab6d-125756c0.jpg,0,1
./bdd100k/train/images/24f4ab6d-4d9f6cdb.jpg,10,1
./bdd100k/train/images/24f4ab6d-81c4c57d.jpg,9,0
./bdd100k/train/images/24f4ab6d-c2704d59.jpg,11,1
./bdd100k/train/images/24f4ab6d-d11ecd00.jpg,3,0
./bdd100k/train/images/24f64352-577188db.jpg,4,0
./bdd100k/train/images/24f6fc60-a5adc1e0.jpg,3,0
./bdd100k/train/images/24f7dec0-972f8e2d.jpg,2,0
./bdd100k/train/images/24fabe36-f77bf9fc.jpg,12,0
./bdd100k/train/images/24fbcfca-84e792ec.jpg,17,0
./bdd100k/train/images/2502aea4-ac8efc26.jpg,11,0
./bdd100k/train/images/2502b01a-f04b15b7.jpg,6,0
./bdd100k/train/images/2504260b-cde6a25c.jpg,15,0
./bdd100k/train/images/2505b08d-bc3e2800.jpg,4,0
./bdd100k/train/images/25077d6e-9ed9d4e1.jpg,1,0
./bdd100k/train/images/2507d557-7a5bded7.jpg,7,0
./bdd100k/train/images/2507d557-ca8b34eb.jpg,4,0
./bdd100k/train/images/2507d557-e837a29e.jpg,1,0
./bdd100k/train/images/25085d84-00cb3341.jpg,1,0
./bdd100k/train/images/25085d84-9d7ace2c.jpg,5,0
./bdd100k/train/images/25085e7b-305078bc.jpg,6,0
./bdd100k/train/images/250a3624-36564546.jpg,1,0
./bdd100k/train/images/250ab8b5-54f4ecac.jpg,0,0
./bdd100k/train/images/250d9cd1-2a9273c0.jpg,2,0
./bdd100k/train/images/250e2aac-6054ab7a.jpg,8,2
./bdd100k/train/images/250e3ae9-fa9659fd.jpg,11,0
./bdd100k/train/images/250e7595-b14da270.jpg,0,0
./bdd100k/train/images/250e7595-c8870d01.jpg,1,3
./bdd100k/train/images/25125308-033be7f5.jpg,8,0
./bdd100k/train/images/251291d1-700972ab.jpg,7,0
./bdd100k/train/images/25138241-62085ee6.jpg,5,0
./bdd100k/train/images/25138241-e2226c45.jpg,3,1
./bdd100k/train/images/25139001-096a03a6.jpg,1,0
./bdd100k/train/images/25139001-1b3500f2.jpg,0,0
./bdd100k/train/images/25139001-3b5661a0.jpg,4,1
./bdd100k/train/images/25139001-67f55c3f.jpg,5,0
./bdd100k/train/images/25139001-9b249f78.jpg,3,0
./bdd100k/train/images/25139001-e80a3c65.jpg,0,4
./bdd100k/train/images/25139001-f332cd87.jpg,1,0
./bdd100k/train/images/25143f46-645d268b.jpg,7,3
./bdd100k/train/images/25143f46-bb733f97.jpg,0,0
./bdd100k/train/images/2514832a-585b1f67.jpg,5,1
./bdd100k/train/images/2516e0b5-b2d5cdcd.jpg,3,0
./bdd100k/train/images/251816c0-63d90d7a.jpg,7,0
./bdd100k/train/images/251b390c-91870d52.jpg,1,2
./bdd100k/train/images/251b57e8-1c4bdca2.jpg,3,0
./bdd100k/train/images/251ebff6-aa93e941.jpg,7,0
./bdd100k/train/images/2523318f-8da9f643.jpg,0,0
./bdd100k/train/images/2523318f-d4604adc.jpg,0,1
./bdd100k/train/images/25240e39-3639012f.jpg,6,0
./bdd100k/train/images/2524dba7-83ab56a5.jpg,5,1
./bdd100k/train/images/2524de7e-65bd1cdc.jpg,3,14
./bdd100k/train/images/252724b5-afa1ec93.jpg,6,0
./bdd100k/train/images/2527d26f-054a4724.jpg,0,0
./bdd100k/train/images/2528d3ea-878ec102.jpg,0,0
